index,message,true_label,stages_used,confidences,final_prediction,final_stage,cost,latency_ms
167,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling,0,"[1, 2]","{'stage1': 0.032659430257232586, 'stage2': 0.1908647663738938, 'stage2_fallback': True}",0,2,0.0,19.14381980895996
168,was gr8 to see that message so when r u leaving congrats dear what school and wat r ur plans,0,"[1, 2]","{'stage1': 0.04386511575292985, 'stage2': 0.17174530592726567, 'stage2_fallback': True}",0,2,0.0,9.493112564086914
169,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month,0,"[1, 2]","{'stage1': 0.04931770171869766, 'stage2': 0.15097998736757945, 'stage2_fallback': True}",0,2,0.0,2.4437904357910156
170,you are a great role model you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont i ve looked up to you since i was young and i still do have a great day,0,"[1, 2]","{'stage1': 0.03146592865592205, 'stage2': 0.22917030534705085, 'stage2_fallback': True}",0,2,0.0,19.40464973449707
171,the word checkmate in chess comes from the persian phrase shah maat which means the king is dead goodmorning have a good day,0,"[1, 2]","{'stage1': 0.11484251736701437, 'stage2': 0.14885044730107222}",0,2,0.0,9.444952011108398
172,have you heard from this week,0,"[1, 2]","{'stage1': 0.23149196541701203, 'stage2': 0.26935948193690074, 'stage2_fallback': True}",0,2,0.0,3.0050277709960938
173,need a coffee run tomo can t believe it s that time of week already,0,[1],{'stage1': 0.027621917357517387},0,1,0.0,0.0
174,friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni8,0,"[1, 2]","{'stage1': 0.029887865744524927, 'stage2': 0.1958938055264403, 'stage2_fallback': True}",0,2,0.0,15.648841857910156
175,omg joanna is freaking me out she s looked thru all my friends to find photos of me and then she s asking about stuff on my myspace which i haven t even logged on in like a year,0,[1],{'stage1': 0.02742335129003586},0,1,0.0,15.842914581298828
176,same i m at my great aunts anniversary party in tarpon springs,0,[1],{'stage1': 0.01636866876333383},0,1,0.0,0.0
177,are you sure you don t mean get here,0,[1],{'stage1': 0.028535384564884823},0,1,0.0,15.699148178100586
178,carry on not disturbing both of you,0,"[1, 2]","{'stage1': 0.05228248384070851, 'stage2': 0.1744621740677228, 'stage2_fallback': True}",0,2,0.0,10.885477066040039
179,good evening how are you,0,[1],{'stage1': 0.02171919168230639},0,1,0.0,5.007505416870117
180,aight what time you want me to come up,0,[1],{'stage1': 0.021322452510412603},0,1,0.0,0.0
181,will be out of class in a few hours sorry,0,"[1, 2]","{'stage1': 0.04619414317049546, 'stage2': 0.17725467987542204, 'stage2_fallback': True}",0,2,0.0,16.15142822265625
182,my friend just got here and says he s upping his order by a few grams he s got lt gt when can you get here,0,[1],{'stage1': 0.013376096070738667},0,1,0.0,0.0
183,only saturday and sunday holiday so its very difficult,0,"[1, 2]","{'stage1': 0.05247771775489542, 'stage2': 0.151236005917797, 'stage2_fallback': True}",0,2,0.0,15.77305793762207
184,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed,0,"[1, 2]","{'stage1': 0.04837527748259289, 'stage2': 0.19061731253930198, 'stage2_fallback': True}",0,2,0.0,15.269279479980469
185,did u got that persons story,0,[1],{'stage1': 0.017529830824278277},0,1,0.0,0.0
186,also remember to get dobby s bowl from your car,0,"[1, 2]","{'stage1': 0.17330897819812124, 'stage2': 0.19423716162092752, 'stage2_fallback': True}",0,2,0.0,15.883445739746094
187,download as many ringtones as u like no restrictions 1000s 2 choose u can even send 2 yr buddys txt sir to 80082 3,1,"[1, 2]","{'stage1': 0.2035709170737501, 'stage2': 0.7414716491400047, 'stage2_fallback': True}",1,2,0.0,11.304140090942383
188,it vl bcum more difficult,0,"[1, 2]","{'stage1': 0.05100615530138615, 'stage2': 0.22360686572037536, 'stage2_fallback': True}",0,2,0.0,10.690450668334961
189,yep the great loxahatchee xmas tree burning of lt gt starts in an hour,0,"[1, 2]","{'stage1': 0.03191678465004064, 'stage2': 0.18458383320833324, 'stage2_fallback': True}",0,2,0.0,9.412527084350586
190,say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,0,"[1, 2]","{'stage1': 0.03885542953077245, 'stage2': 0.1841134500427118, 'stage2_fallback': True}",0,2,0.0,6.730794906616211
191,come to me right now ahmad,0,"[1, 2]","{'stage1': 0.037565561013025085, 'stage2': 0.1556763005856927, 'stage2_fallback': True}",0,2,0.0,14.283418655395508
192,k must book a not huh so going for yoga basic on sunday,0,"[1, 2]","{'stage1': 0.051681030977024756, 'stage2': 0.11900810556270866}",0,2,0.0,5.749940872192383
193,also where s the piece,0,"[1, 2]","{'stage1': 0.030113812275646124, 'stage2': 0.15363544577818236, 'stage2_fallback': True}",0,2,0.0,11.734247207641602
194,what hello wats talks email address,0,"[1, 2]","{'stage1': 0.04291543513370696, 'stage2': 0.24103727951674656, 'stage2_fallback': True}",0,2,0.0,9.389162063598633
195,bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,"[1, 2]","{'stage1': 0.23264623008338936, 'stage2': 0.7560568997886165, 'stage2_fallback': True}",1,2,0.0,10.497093200683594
196,babe i m answering you can t you see me maybe you d better reboot ym i got the photo it s great,0,[1],{'stage1': 0.02065445334210468},0,1,0.0,5.22303581237793
197,nothing i got msg frm tht unknown no,0,"[1, 2]","{'stage1': 0.060239416354656426, 'stage2': 0.24220436844833232, 'stage2_fallback': True}",0,2,0.0,9.062051773071289
198,haven t heard anything and he s not answering my texts so i m guessing he flaked that said the jb is fantastic,0,[1],{'stage1': 0.021625081686759202},0,1,0.0,12.558698654174805
199,id have to check but there s only like 1 bowls worth left,0,"[1, 2]","{'stage1': 0.07092143096380919, 'stage2': 0.17304671031495747, 'stage2_fallback': True}",0,2,0.0,10.235309600830078
200,good words but words may leave u in dismay many times,0,[1],{'stage1': 0.021546080375222786},0,1,0.0,9.430646896362305
201,excellent wish we were together right now,0,"[1, 2]","{'stage1': 0.04990339537122752, 'stage2': 0.19436784327280116, 'stage2_fallback': True}",0,2,0.0,6.459712982177734
202,are we doing the norm tomorrow i finish just a 4 15 cos of st tests need to sort library stuff out at some point tomo got letter from today access til end march so i better get move on,0,"[1, 2]","{'stage1': 0.05009770204680147, 'stage2': 0.24798271460566468, 'stage2_fallback': True}",0,2,0.0,12.75014877319336
203,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790126 from land line claim 3030 valid 12hrs only 150ppm,1,[1],{'stage1': 0.8535458898816889},1,1,0.0,3.1669139862060547
204,dear reached railway what happen to you,0,"[1, 2]","{'stage1': 0.04787701433485241, 'stage2': 0.2122806404386721, 'stage2_fallback': True}",0,2,0.0,15.878915786743164
205,ok i juz receive,0,"[1, 2]","{'stage1': 0.05921050120387125, 'stage2': 0.22925790280233196, 'stage2_fallback': True}",0,2,0.0,9.155988693237305
206,i don t think he has spatula hands,0,"[1, 2]","{'stage1': 0.03381831958419485, 'stage2': 0.12396940882720142}",0,2,0.0,6.00886344909668
207,free entry into our 250 weekly comp just send the word enter to 84128 now 18 t c cust care 08712405020,1,[1],{'stage1': 0.6302425389562277},1,1,0.0,13.890266418457031
208,do you know when dad will be back,0,"[1, 2]","{'stage1': 0.04233260111740582, 'stage2': 0.15350066873419407, 'stage2_fallback': True}",0,2,0.0,1.7421245574951172
209,smith waste da i wanna gayle,0,"[1, 2]","{'stage1': 0.04510392836206484, 'stage2': 0.21003216118464665, 'stage2_fallback': True}",0,2,0.0,16.79253578186035
210,do you realize that in about 40 years we ll have thousands of old ladies running around with tattoos,1,[1],{'stage1': 0.029122246724215383},0,1,0.0,0.0
211,your weekly cool mob tones are ready to download this weeks new tones include 1 crazy frog axel f 2 akon lonely 3 black eyed dont p more info in n,1,[1],{'stage1': 0.3433848135119691},1,1,0.0,15.229225158691406
212,ey calm downon theacusations itxt u cos iwana know wotu r doin at thew end haventcn u in ages ring me if ur up4 nething sat love j xxx,0,"[1, 2]","{'stage1': 0.04445214795659428, 'stage2': 0.18172175418813888, 'stage2_fallback': True}",0,2,0.0,10.706186294555664
213,loan for any purpose 500 75 000 homeowners tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,1,[1],{'stage1': 0.6584145359114458},1,1,0.0,8.544921875
214,k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas,0,"[1, 2]","{'stage1': 0.03360629171616585, 'stage2': 0.1638018922994702, 'stage2_fallback': True}",0,2,0.0,11.408090591430664
215,oh k i m watching here,0,[1],{'stage1': 0.02869106051666028},0,1,0.0,6.515979766845703
216,i m at home n ready,0,[1],{'stage1': 0.018117139527085258},0,1,0.0,0.0
217,i d like to tell you my deepest darkest fantasies call me 09094646631 just 60p min to stop texts call 08712460324 nat rate,1,[1],{'stage1': 0.33548380601011135},1,1,0.0,15.744686126708984
218,guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394514 from landline datebox1282essexcm61xn 150p min 18,1,[1],{'stage1': 0.6190381324220189},1,1,0.0,10.298728942871094
219,i want kfc its tuesday only buy 2 meals only 2 no gravy only 2 mark 2,0,"[1, 2]","{'stage1': 0.059830766878531165, 'stage2': 0.2721423123690472, 'stage2_fallback': True}",0,2,0.0,5.5599212646484375
220,i dont have i shall buy one dear,0,"[1, 2]","{'stage1': 0.0390431142835756, 'stage2': 0.1348166367224828}",0,2,0.0,13.837337493896484
221,hello damn this christmas thing i think i have decided to keep this mp3 that doesnt work,0,"[1, 2]","{'stage1': 0.06212262394811943, 'stage2': 0.3720007244384997, 'stage2_fallback': True}",0,2,0.0,9.947061538696289
222,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access,1,[1],{'stage1': 0.5791103067737089},1,1,0.0,7.517337799072266
223,hm good morning headache anyone,0,"[1, 2]","{'stage1': 0.03360252920948119, 'stage2': 0.1564632444136114, 'stage2_fallback': True}",0,2,0.0,10.315418243408203
224,you could have seen me i did t recognise you face,0,"[1, 2]","{'stage1': 0.029968177830688524, 'stage2': 0.15170914927462825, 'stage2_fallback': True}",0,2,0.0,9.137868881225586
225,dad says hurry the hell up,0,"[1, 2]","{'stage1': 0.036933093407301366, 'stage2': 0.13700904362450284}",0,2,0.0,10.448455810546875
226,very strange and are watching the 2nd one now but i m in bed sweet dreams miss u,0,"[1, 2]","{'stage1': 0.04177199038241327, 'stage2': 0.18278578534747145, 'stage2_fallback': True}",0,2,0.0,10.547876358032227
227,ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of 2000 cash 18 only to opt out txt x to 07786200117,1,[1],{'stage1': 0.8112137982527805},1,1,0.0,7.264852523803711
228,tessy pls do me a favor pls convey my birthday wishes to nimya pls dnt forget it today is her birthday shijas,0,[1],{'stage1': 0.028160098295572054},0,1,0.0,5.906343460083008
229,just re read it and i have no shame but tell me how he takes it and if he runs i will blame u 4 ever not really 4 ever just a long time,0,[1],{'stage1': 0.017043442873260078},0,1,0.0,4.474639892578125
230,fine do you remember me,0,[1],{'stage1': 0.016652037865836588},0,1,0.0,15.71035385131836
231,oh ya got hip hop open haha i was thinking can go for jazz then zoom to cine actually tonight i m free leh and there s a kb lesson tonight,0,"[1, 2]","{'stage1': 0.03922323675658437, 'stage2': 0.21176979190952427, 'stage2_fallback': True}",0,2,0.0,9.455680847167969
232,romantic paris 2 nights 2 flights from 79 book now 4 next year call 08704439680ts cs apply,1,[1],{'stage1': 0.6308903992663628},1,1,0.0,9.693384170532227
233,i wasn t well babe i have swollen glands at my throat what did you end up doing,0,[1],{'stage1': 0.016988642027819047},0,1,0.0,3.744363784790039
234,great i hope you like your man well endowed i am lt gt inches,0,[1],{'stage1': 0.013156089156782255},0,1,0.0,12.335777282714844
235,hi customer loyalty offer the new nokia6650 mobile from only 10 at txtauction txt word start to no 81151 get yours now 4t ctxt tc 150p mtmsg,1,[1],{'stage1': 0.8404507570699148},1,1,0.0,4.005670547485352
236,rose for red red for blood blood for heart heart for u but u for me send tis to all ur friends including me if u like me if u get back 1 u r poor in relation 2 u need some 1 to support 3 u r frnd 2 many 4 some1 luvs u 5 some1 is praying god to marry u try it,0,"[1, 2]","{'stage1': 0.0644903238576356, 'stage2': 0.20718310379078272, 'stage2_fallback': True}",0,2,0.0,13.730287551879883
237,yetunde i m sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger,0,"[1, 2]","{'stage1': 0.07661917233125942, 'stage2': 0.2232471574070598, 'stage2_fallback': True}",0,2,0.0,10.345458984375
238,evry emotion dsn t hav words evry wish dsn t hav prayrs if u smile d world is wit u othrwise even d drop of tear dsn t lik 2 stay wit u so b happy good morning keep smiling,0,[1],{'stage1': 0.02336615624115106},0,1,0.0,5.314826965332031
239,reverse is cheating that is not mathematics,0,"[1, 2]","{'stage1': 0.049230455858028654, 'stage2': 0.17097065132891567, 'stage2_fallback': True}",0,2,0.0,10.53762435913086
240,yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,0,[1],{'stage1': 0.017358800384123296},0,1,0.0,8.104085922241211
241,sorry that was my uncle i ll keep in touch,0,[1],{'stage1': 0.013701311121992929},0,1,0.0,11.643648147583008
242,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,1,[1],{'stage1': 0.7908714187152017},1,1,0.0,8.525848388671875
243,good afternoon babe how goes that day any job prospects yet i miss you my love sighs,0,[1],{'stage1': 0.017290201949032375},0,1,0.0,3.747701644897461
244,party s at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more,0,[1],{'stage1': 0.014724185349682185},0,1,0.0,12.140989303588867
245,now only i reached home i am very tired now i will come tomorro,0,"[1, 2]","{'stage1': 0.042833912847202116, 'stage2': 0.14164958590941232}",0,2,0.0,3.747224807739258
246,how are you wish you a great semester,0,[1],{'stage1': 0.024917345018183133},0,1,0.0,15.077352523803711
247,your unique user id is 1172 for removal send stop to 87239 customer services 08708034412,1,[1],{'stage1': 0.800279250933219},1,1,0.0,4.5318603515625
248,if you are not coughing then its nothing,0,[1],{'stage1': 0.02535663060314999},0,1,0.0,12.289762496948242
249,ok cool see ya then,0,[1],{'stage1': 0.018239581249084147},0,1,0.0,3.6067962646484375
250,at home also,0,[1],{'stage1': 0.01642593903281623},0,1,0.0,12.084484100341797
251,please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize,1,[1],{'stage1': 0.8863720542767993},1,1,0.0,0.0
252,you can jot down things you want to remember later,0,"[1, 2]","{'stage1': 0.03657310712074661, 'stage2': 0.15527599877633405, 'stage2_fallback': True}",0,2,0.0,15.850305557250977
